type,risk_level,risk_score,size,whale_count,total_amount,description
amount_based_with_whales,MEDIUM,0.562,7,1,5197404.171239226,7 wallets | 5197404.17 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,3519741.0480965823,5 wallets | 3519741.05 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,163246.21197961763,5 wallets | 163246.21 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.552,5,2,434846.65929538786,5 wallets | 434846.66 ETH | 2 whales
amount_based_with_whales,MEDIUM,0.503,4,1,617385191.8228025,4 wallets | 617385191.82 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.423,48,1,0.00010131588924870695,48 wallets | 0.00 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,197522.04219850418,5 wallets | 197522.04 ETH | 1 whales
amount_based_with_whales,HIGH,0.623,15,1,126204.57174275212,15 wallets | 126204.57 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.485,59,3,11.662232730579012,59 wallets | 11.66 ETH | 3 whales
amount_based_with_whales,MEDIUM,0.583,8,1,130828.08030856913,8 wallets | 130828.08 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,14144348.19666456,5 wallets | 14144348.20 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,2375663.091168275,5 wallets | 2375663.09 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.552,5,2,4017293.3965127086,5 wallets | 4017293.40 ETH | 2 whales
amount_based_with_whales,HIGH,0.603,9,1,29349.752023241792,9 wallets | 29349.75 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.542,6,1,2012720.305951808,6 wallets | 2012720.31 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.542,6,1,231126.06230193653,6 wallets | 231126.06 ETH | 1 whales
amount_based_with_whales,HIGH,0.623,10,1,104466.34424706968,10 wallets | 104466.34 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.542,6,1,618581.4181785793,6 wallets | 618581.42 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.583,8,1,15194.840875020054,8 wallets | 15194.84 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.552,5,2,369906.2482399249,5 wallets | 369906.25 ETH | 2 whales
amount_based_with_whales,MEDIUM,0.562,7,1,475588.64099016145,7 wallets | 475588.64 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,38462792.79407228,5 wallets | 38462792.79 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,1511511.5976075141,5 wallets | 1511511.60 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.503,4,1,2846688673.8599997,4 wallets | 2846688673.86 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.532,4,2,325554394.68,4 wallets | 325554394.68 ETH | 2 whales
amount_based_with_whales,MEDIUM,0.522,5,1,2568432.9102554647,5 wallets | 2568432.91 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,3400725.5799999996,5 wallets | 3400725.58 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,2616685.5244172984,5 wallets | 2616685.52 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,2166027.3782148603,5 wallets | 2166027.38 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.542,6,1,13346949.379999999,6 wallets | 13346949.38 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.503,4,1,149362905.0,4 wallets | 149362905.00 ETH | 1 whales
amount_based_with_whales,HIGH,0.623,13,1,69835.95489113899,13 wallets | 69835.95 ETH | 1 whales
amount_based_with_whales,HIGH,0.653,20,2,300000000.36,20 wallets | 300000000.36 ETH | 2 whales
amount_based_with_whales,MEDIUM,0.542,6,1,180000000.0,6 wallets | 180000000.00 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.425,24,1,10.985860156328581,24 wallets | 10.99 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.454,40,2,9.630817985106027,40 wallets | 9.63 ETH | 2 whales
amount_based_with_whales,MEDIUM,0.425,22,1,14.68568297312143,22 wallets | 14.69 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.424,59,1,6.332411757679844,59 wallets | 6.33 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.456,47,2,18.867575771043605,47 wallets | 18.87 ETH | 2 whales
amount_based_with_whales,MEDIUM,0.455,15,2,13.020590569138358,15 wallets | 13.02 ETH | 2 whales
amount_based_with_whales,LOW,0.324,5,1,6.595404301646,5 wallets | 6.60 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.425,19,1,11.95588559770048,19 wallets | 11.96 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.425,26,1,12.976322493650082,26 wallets | 12.98 ETH | 1 whales
amount_based_with_whales,HIGH,0.623,10,1,10000330.64,10 wallets | 10000330.64 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.542,6,1,1872522.1825004383,6 wallets | 1872522.18 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.542,6,1,800002510.3146476,6 wallets | 800002510.31 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,71744650.06,5 wallets | 71744650.06 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.503,4,1,146058641.10000002,4 wallets | 146058641.10 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.503,4,1,192700968.75,4 wallets | 192700968.75 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.503,4,1,36788347.199999996,4 wallets | 36788347.20 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.503,4,1,37050000.0,4 wallets | 37050000.00 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.503,4,1,557831320.8,4 wallets | 557831320.80 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.503,4,1,12120000720.0,4 wallets | 12120000720.00 ETH | 1 whales
amount_based_with_whales,HIGH,0.623,21,1,600000344.64,21 wallets | 600000344.64 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,3299999998.0,5 wallets | 3299999998.00 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,306397.01207332936,5 wallets | 306397.01 ETH | 1 whales
amount_based_with_whales,HIGH,0.623,14,1,270000345.34102184,14 wallets | 270000345.34 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,775520788.004211,5 wallets | 775520788.00 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,2327113714.021784,5 wallets | 2327113714.02 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,6900000000.0,5 wallets | 6900000000.00 ETH | 1 whales
amount_based_with_whales,HIGH,0.623,11,1,700000000.0,11 wallets | 700000000.00 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.542,6,1,1296027.7189708557,6 wallets | 1296027.72 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.56,8,2,735.8051016082488,8 wallets | 735.81 ETH | 2 whales
amount_based_with_whales,MEDIUM,0.503,4,1,11970002760.0,4 wallets | 11970002760.00 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.522,5,1,624647009.31318,5 wallets | 624647009.31 ETH | 1 whales
amount_based_with_whales,MEDIUM,0.503,4,1,1850562.8750628966,4 wallets | 1850562.88 ETH | 1 whales
